"time","peakFreq","snr","amplitude","centralFreq","duration","bandwidth","chisq","chisqDof","confidence","id","ifo","label","imgUrl","Q-value"
1252096268.875,30.341,19.923,3.05e-22,3980.869,6.250,7939.228027,0.000,0.000,1.000,"6Xvjwt6BNk","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/IepzXSnbt5/6Xvjwt6BNk.png",45.255
1251500730.438,26.909,41.901,2.94e-21,3982.889,3.250,7935.187988,0.000,0.000,1.000,"cc2Q2Lfaxg","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/RmqAhDI25X/cc2Q2Lfaxg.png",22.627
1241802809.813,29.948,119.794,2.53e-21,3982.889,6.000,7935.187988,0.000,0.000,1.000,"4ooI9wlSey","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/YfIxBowFHH/4ooI9wlSey.png",45.255
1250540678.625,24.187,47.712,3.37e-21,3982.889,4.831,7935.187988,0.000,0.000,1.000,"Ec8YjitTPh","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/oG7gAHklnz/Ec8YjitTPh.png",45.255
1249318908.063,34.541,8.942,1.01e-22,3495.199,1.000,6932.537109,0.000,0.000,1.000,"qWEexUotHh","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/7B6x652zka/qWEexUotHh.png",45.255
1250342639.188,22.513,8.683,3.01e-22,3883.332,1.553,7728.832520,0.000,0.000,1.000,"BOPu8ow6eb","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/Hrsbon4v4y/BOPu8ow6eb.png",45.255
1244086028.625,33.033,10.711,1.06e-22,3980.588,7.069,7939.789063,0.000,0.000,1.000,"Suf8Gc6Vlz","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/vWl3F01oXB/Suf8Gc6Vlz.png",45.255
1239106531.438,27.134,72.020,2.61e-21,3132.079,3.750,6249.746094,0.000,0.000,1.000,"qWAaiPNYd7","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/SmpSM9dPHp/qWAaiPNYd7.png",45.255
1241802810.063,29.418,108.399,2.06e-21,3981.425,8.500,7938.115723,0.000,0.000,1.000,"iBrXLZ2ss3","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/YfIxBowFHH/iBrXLZ2ss3.png",45.255
1241679420.938,31.594,11.159,1.22e-22,3840.712,1.286,7629.941406,0.000,0.000,1.000,"FH6NxpZdnH","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/pIxJZandB1/FH6NxpZdnH.png",45.255
1238514722.813,26.655,58.261,2.82e-21,39.746,3.000,50.521221,0.000,0.000,1.000,"C97Te2nqyq","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/jhMYTheLVL/C97Te2nqyq.png",45.255
1241812689.063,27.393,76.833,2.50e-21,3982.889,3.262,7935.187988,0.000,0.000,1.000,"znaHlEuOZD","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/NIdEIWdLYo/znaHlEuOZD.png",45.255
1241815452.188,27.886,74.331,2.01e-21,3981.425,3.735,7938.115723,0.000,0.000,1.000,"LPhA48MVtb","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/JIW4pxlDNv/LPhA48MVtb.png",45.255
1241642027.625,32.723,8.736,1.13e-22,3885.571,1.000,7724.354980,0.000,0.000,1.000,"H6jB0mXfCk","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/Bkd59X1Bmj/H6jB0mXfCk.png",45.255
1238514715.813,25.722,47.877,2.60e-21,3982.484,3.308,7935.997070,0.000,0.000,1.000,"GTVM64DGz0","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/jhMYTheLVL/GTVM64DGz0.png",45.255
1240000600.875,26.645,78.879,2.83e-21,2716.855,4.000,5418.486816,0.000,0.000,1.000,"R00Xa8Tam8","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/v2IeU61VvZ/R00Xa8Tam8.png",45.255
1242314879.625,24.416,23.515,3.42e-21,3982.889,4.250,7935.187988,0.000,0.000,1.000,"c8KOvHIjdm","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/hdp48lVzFe/c8KOvHIjdm.png",45.255
1250543038.875,26.835,89.399,3.23e-21,54.877,2.750,79.164513,0.000,0.000,1.000,"jyY06ZKmCB","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/7vcXP86hWn/jyY06ZKmCB.png",45.255
1241805654.188,31.035,142.770,2.33e-21,3980.959,25.301,7939.047363,0.000,0.000,1.000,"GuRdU1WDrR","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/p7H21yPXOh/GuRdU1WDrR.png",45.255
1241800215.063,29.948,34.599,1.84e-21,3984.270,2.913,7932.425781,0.000,0.000,1.000,"yZ4q06C7hP","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/YfIxBowFHH/yZ4q06C7hP.png",45.255
1238510164.063,24.822,52.779,3.30e-21,3982.484,3.006,7935.997070,0.000,0.000,1.000,"JX0cXwQmWV","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/IZ1ih6NUWh/JX0cXwQmWV.png",45.255
1238515658.313,25.722,84.004,2.46e-21,3982.484,6.500,7935.997070,0.000,0.000,1.000,"TmggXp0nr8","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/8QImYVL8gr/TmggXp0nr8.png",45.255
1238718907.938,23.953,58.881,3.38e-21,3902.753,11.000,7797.506348,0.000,0.000,1.000,"NDWRsqbmF3","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/lybJQikXgg/NDWRsqbmF3.png",45.255
1241808556.938,28.388,120.008,2.46e-21,3980.241,18.750,7940.482910,0.000,0.000,1.000,"8sjKo05maH","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/YsdQAXU4uJ/8sjKo05maH.png",45.255
1247871691.125,31.213,10.596,1.67e-22,3495.682,1.766,6939.881836,0.000,0.000,1.000,"CorwDGhlaa","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/mkm7nKh7jD/CorwDGhlaa.png",45.255
1241807285.188,26.433,93.518,2.86e-21,3982.889,3.250,7935.187988,0.000,0.000,1.000,"O8WSLXeUe9","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/YsdQAXU4uJ/O8WSLXeUe9.png",45.255
1238902304.813,38.168,11.600,8.88e-23,3988.376,3.977,7924.212891,0.000,0.000,1.000,"yDEusJNRYX","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/ev61lBw4wr/yDEusJNRYX.png",45.255
1245472921.313,30.487,176.053,2.70e-21,3980.241,11.344,7940.482910,0.000,0.000,1.000,"qrAHwplSAO","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/asvkXQiNfv/qrAHwplSAO.png",45.255
1241798387.563,30.487,127.883,2.38e-21,3982.889,3.500,7935.187988,0.000,0.000,1.000,"8itBBAjCwc","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/8c2fiz2oyB/8itBBAjCwc.png",45.255
1238512902.063,29.661,95.689,2.59e-21,3978.444,13.500,7944.077148,0.000,0.000,1.000,"BN1p9kYxp1","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/jhMYTheLVL/BN1p9kYxp1.png",45.255
1250005448.875,30.056,51.846,2.58e-21,3982.889,3.750,7935.187988,0.000,0.000,1.000,"8Rnu4ig8Xw","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/lNUr3gxCPx/8Rnu4ig8Xw.png",45.255
1239162263.625,29.847,137.289,2.05e-21,3981.082,12.332,7938.801758,0.000,0.000,1.000,"rVGrWLXKUN","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/v7QFCH8WgH/rVGrWLXKUN.png",45.255
1243260903.938,33.930,10.531,1.56e-22,3949.564,2.000,7852.342285,0.000,0.000,1.000,"NBFHZuJr9A","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/YqvS2KG2us/NBFHZuJr9A.png",45.255
1239009177.375,26.898,24.802,5.88e-22,3984.217,4.030,7932.532227,0.000,0.000,1.000,"HSOc2b82VO","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/ri57j9VLPC/HSOc2b82VO.png",22.627
1253827405.625,31.213,127.320,2.80e-21,3980.241,5.750,7940.482910,0.000,0.000,1.000,"oaSqjoRKEQ","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/zDL3ePzBCS/oaSqjoRKEQ.png",45.255
1239738959.125,24.240,9.461,2.67e-22,714.581,1.578,1387.588379,0.000,0.000,1.000,"Jfit3LjpbS","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/TYPpYmO0q5/Jfit3LjpbS.png",45.255
1243451970.375,28.400,8.610,2.07e-22,2058.806,1.253,4079.781006,0.000,0.000,1.000,"KFDk8SYqTM","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/X0IUXLxQXP/KFDk8SYqTM.png",45.255
1251500729.906,24.316,31.469,2.84e-21,3982.889,2.250,7935.187988,0.000,0.000,1.000,"XN2nyaOfUy","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/RmqAhDI25X/XN2nyaOfUy.png",11.314
1241804378.313,31.035,132.358,2.51e-21,3700.979,3.313,7381.958496,0.000,0.000,1.000,"Bm4lN96cIv","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/TXVu3ByxmR/Bm4lN96cIv.png",45.255
1248189272.625,30.920,9.295,1.27e-22,3989.727,3.000,7921.512207,0.000,0.000,1.000,"UTVeAOzmYD","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/XvNPqMQney/UTVeAOzmYD.png",45.255
1253093208.563,24.613,8.812,2.09e-22,3984.699,1.217,7931.567383,0.000,0.000,1.000,"COsyUSe6eR","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/cqyQGnyXji/COsyUSe6eR.png",45.255
1253093208.563,24.613,8.812,2.09e-22,3984.699,1.217,7931.567383,0.000,0.000,1.000,"PqZsOO1Qch","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/PoGnHyfwDF/PqZsOO1Qch.png",45.255
1251389888.125,34.960,37.341,4.85e-22,3982.889,4.750,7935.187988,0.000,0.000,1.000,"jGkI7n7Im6","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/1gsmsgeLZO/jGkI7n7Im6.png",11.314
1251493732.625,30.629,8.322,1.41e-22,1857.103,1.000,3655.724609,0.000,0.000,1.000,"uUWBADC3VP","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/Ji3rYSxpYS/uUWBADC3VP.png",45.255
1241798364.563,29.418,122.197,2.41e-21,3982.889,3.643,7935.187988,0.000,0.000,1.000,"NiwGjEzEjs","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/8c2fiz2oyB/NiwGjEzEjs.png",45.255
1241809690.438,27.393,94.388,2.56e-21,3980.241,7.020,7940.482910,0.000,0.000,1.000,"eASkEWlUvV","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/AzpPbHYw3U/eASkEWlUvV.png",45.255
1253623327.125,32.415,11.506,1.52e-22,3489.762,4.125,6943.411133,0.000,0.000,1.000,"AtN8HtUdea","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/YWAiQHqBf4/AtN8HtUdea.png",45.255
1242308791.125,27.090,106.773,3.31e-21,3981.288,4.772,7938.390625,0.000,0.000,1.000,"trN67pxYmR","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/FHBr5mXjMr/trN67pxYmR.png",45.255
1250540560.625,21.800,24.001,4.02e-21,3982.889,4.329,7935.187988,0.000,0.000,1.000,"M1X68HNgZ1","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/2wRb8ULlYV/M1X68HNgZ1.png",45.255
1248015669.188,24.613,8.157,2.86e-22,27.347,1.000,16.863800,0.000,0.000,1.000,"mKK40ftoDy","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/A2hFSDtF01/mKK40ftoDy.png",45.255
1241812673.188,26.909,72.985,2.60e-21,3982.889,3.301,7935.187988,0.000,0.000,1.000,"p4p45FpdIE","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/NIdEIWdLYo/p4p45FpdIE.png",45.255
1243621634.125,30.056,10.296,2.21e-22,3707.676,1.500,7368.565430,0.000,0.000,1.000,"hG7JReZwSh","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/wblwQtrzZg/hG7JReZwSh.png",45.255
1243429910.375,28.133,8.785,2.82e-22,30.044,1.250,13.302660,0.000,0.000,1.000,"DGW6wCdaDh","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/WUHntfYiZV/DGW6wCdaDh.png",45.255
1243429910.375,28.133,8.785,2.82e-22,30.044,1.250,13.302660,0.000,0.000,1.000,"Sihj3b63rv","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/DKylnTUMmg/Sihj3b63rv.png",45.255
1243429910.375,28.133,8.785,2.82e-22,30.044,1.250,13.302660,0.000,0.000,1.000,"RAxPoTaAov","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/bGxxzPmSxE/RAxPoTaAov.png",45.255
1250543091.125,27.868,104.646,3.15e-21,3908.493,4.342,7786.395508,0.000,0.000,1.000,"EdWmLcVOyJ","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/7vcXP86hWn/EdWmLcVOyJ.png",45.255
1243264632.063,29.948,12.917,2.20e-22,3816.831,1.500,7587.917480,0.000,0.000,1.000,"A0An1IeGfP","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/p1Cf42vGq9/A0An1IeGfP.png",45.255
1239178798.688,31.288,142.462,1.98e-21,3977.241,13.250,7946.482910,0.000,0.000,1.000,"e5VirBQWiV","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/fj8vMFu2dL/e5VirBQWiV.png",45.255
1241932978.875,32.110,13.115,1.57e-22,3986.938,2.750,7927.089844,0.000,0.000,1.000,"ykzRkkocDn","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/blZ3jL2Zr0/ykzRkkocDn.png",45.255
1253400932.563,28.388,95.349,2.83e-21,3981.288,4.750,7938.390625,0.000,0.000,1.000,"lh6s3wNuWl","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/8smt8EXhPi/lh6s3wNuWl.png",45.255
1253400932.563,28.388,95.349,2.83e-21,3981.288,4.750,7938.390625,0.000,0.000,1.000,"tCVKjqU7Na","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/8g9h5XRf3z/tCVKjqU7Na.png",45.255
1243252385.938,26.433,12.405,2.90e-22,3910.303,1.830,7782.774902,0.000,0.000,1.000,"lwQJhn5g8Q","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/8ngI2qQd8Z/lwQJhn5g8Q.png",45.255
1240765674.188,24.178,10.050,2.71e-22,2769.881,1.000,5501.931641,0.000,0.000,1.000,"PmAHuN4M8T","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/FKTJDdVMZS/PmAHuN4M8T.png",45.255
1249665471.125,24.416,10.135,2.79e-22,3984.699,2.046,7931.567383,0.000,0.000,1.000,"rzshEX08LY","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/px7IovIYhP/rzshEX08LY.png",45.255
1249665471.125,24.416,10.135,2.79e-22,3984.699,2.046,7931.567383,0.000,0.000,1.000,"k7nQ1qrGzu","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/mXLsY0jpfX/k7nQ1qrGzu.png",45.255
1249907723.875,33.033,9.154,1.31e-22,3335.011,1.266,6618.539551,0.000,0.000,1.000,"4RADcs1k8X","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/gbV5gIxi2L/4RADcs1k8X.png",45.255
1243257057.125,28.400,12.518,2.54e-22,2835.845,1.750,5633.859375,0.000,0.000,1.000,"ugSNnS0M86","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/aNte2Vx8Pt/ugSNnS0M86.png",45.255
1242267516.375,29.773,145.153,3.20e-21,3980.241,7.304,7940.482910,0.000,0.000,1.000,"d75OBm6YRk","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/DNiNXEc61C/d75OBm6YRk.png",45.255
1248622237.875,29.493,195.035,3.03e-21,3980.241,9.726,7940.482910,0.000,0.000,1.000,"1qPpI4d7dx","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/O3MAkR87A7/1qPpI4d7dx.png",45.255
1243685196.188,31.035,11.132,1.65e-22,38.542,1.250,32.362381,0.000,0.000,1.000,"wTItx0EATO","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/yxedvMDrUk/wTItx0EATO.png",45.255
1241643705.375,32.110,9.675,1.33e-22,1969.116,1.250,3891.445313,0.000,0.000,1.000,"4vSx2qJrGZ","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/RonB5iAG2c/4vSx2qJrGZ.png",45.255
1241807300.813,32.162,177.603,2.26e-21,3980.241,11.750,7940.482910,0.000,0.000,1.000,"YjVQkXw370","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/YsdQAXU4uJ/YjVQkXw370.png",45.255
1238272530.188,37.387,11.675,1.19e-22,43.626,1.328,42.762009,0.000,0.000,1.000,"2hsQam9mWJ","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/atSJX9g5Ce/2hsQam9mWJ.png",45.255
1243347646.125,32.110,9.988,1.77e-22,3596.692,1.250,7138.296875,0.000,0.000,1.000,"cMBYojWzGn","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/IA92m5Lr98/cMBYojWzGn.png",45.255
1240122455.125,30.706,11.975,1.71e-22,3905.313,12.352,7792.387695,0.000,0.000,1.000,"CDZWA21Aid","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/Ju5vz6lNoN/CDZWA21Aid.png",45.255
1250453029.813,30.487,9.308,1.91e-22,45.535,1.688,44.284649,0.000,0.000,1.000,"LtHflcOfaL","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/uaoDBKQuxP/LtHflcOfaL.png",45.255
1240576404.875,32.808,9.123,1.44e-22,3989.024,1.000,7922.916504,0.000,0.000,1.000,"q9Azjl4run","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/VKgkoFS62u/q9Azjl4run.png",45.255
1243444019.063,24.613,9.119,2.82e-22,31.582,1.500,25.333481,0.000,0.000,1.000,"MBYhIHhGsF","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/qjo9C8vJxl/MBYhIHhGsF.png",45.255
1245792260.125,28.133,8.446,1.61e-22,3840.768,2.500,7629.829102,0.000,0.000,1.000,"YGT1yBBsjy","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/BauhhGg3NY/YGT1yBBsjy.png",45.255
1243252058.016,36.625,9.496,9.08e-23,455.586,0.799,873.340454,0.000,0.000,1.000,"Cm8Wy2Gk90","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/8ngI2qQd8Z/Cm8Wy2Gk90.png",22.627
1241801675.625,30.629,147.307,2.14e-21,3981.425,11.250,7938.115723,0.000,0.000,1.000,"7DpKgOBwco","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/YfIxBowFHH/7DpKgOBwco.png",45.255
1246091831.938,28.898,130.400,2.52e-21,3981.425,9.813,7938.115723,0.000,0.000,1.000,"DiYUPYDunv","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/LyQ0gApLT0/DiYUPYDunv.png",45.255
1253533958.688,32.162,116.748,2.42e-21,3980.241,5.561,7940.482910,0.000,0.000,1.000,"u0AErYfIox","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/tClQeaHzVD/u0AErYfIox.png",45.255
1243682088.273,34.590,10.229,1.19e-22,2761.933,1.046,5477.080566,0.000,0.000,1.000,"kErQTmGUI9","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/4tYTYx4A40/kErQTmGUI9.png",11.314
1247871521.875,31.509,10.354,1.28e-22,2382.253,1.625,4717.720215,0.000,0.000,1.000,"eHawgtdUSi","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/mkm7nKh7jD/eHawgtdUSi.png",45.255
1244822556.688,33.330,23.713,3.82e-22,3982.889,7.979,7935.187988,0.000,0.000,1.000,"evcjh3hFzB","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/SA3NXNtIci/evcjh3hFzB.png",45.255
1243429319.063,36.998,13.616,1.33e-22,3912.542,1.500,7778.297363,0.000,0.000,1.000,"SqrnzAoP1H","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/WUHntfYiZV/SqrnzAoP1H.png",22.627
1243429319.063,36.998,13.616,1.33e-22,3912.542,1.500,7778.297363,0.000,0.000,1.000,"yKRpVlbXVb","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/DKylnTUMmg/yKRpVlbXVb.png",22.627
1243429319.063,36.998,13.616,1.33e-22,3912.542,1.500,7778.297363,0.000,0.000,1.000,"0syfeQeasD","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/bGxxzPmSxE/0syfeQeasD.png",22.627
1243611000.875,29.493,8.355,1.59e-22,3912.542,1.500,7778.297363,0.000,0.000,1.000,"JIeSoInJzC","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/vU5YkoZqgy/JIeSoInJzC.png",45.255
1250879290.625,31.213,14.278,2.24e-22,2628.303,2.250,5209.819336,0.000,0.000,1.000,"nsIgbjgPfc","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/TNxet48tsr/nsIgbjgPfc.png",45.255
1242670645.438,28.388,119.576,2.41e-21,3980.241,10.500,7940.482910,0.000,0.000,1.000,"uv0nvZCQju","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/jnVFMFmYgD/uv0nvZCQju.png",45.255
1242670645.438,28.388,119.576,2.41e-21,3980.241,10.500,7940.482910,0.000,0.000,1.000,"qZiXAN4a6E","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/15qiYVpz3Q/qZiXAN4a6E.png",45.255
1243688410.563,28.388,10.910,2.35e-22,3986.677,1.500,7927.610840,0.000,0.000,1.000,"CiLkMLic58","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/7ewJKK9BLK/CiLkMLic58.png",45.255
1249764593.188,33.930,13.306,1.33e-22,3945.515,12.750,7860.440430,0.000,0.000,1.000,"C3DU7TPKW5","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/weJEXpDekC/C3DU7TPKW5.png",45.255
1249764593.188,33.930,13.306,1.33e-22,3945.515,12.750,7860.440430,0.000,0.000,1.000,"1uYZp4dmlE","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/Mo3aTAQulB/1uYZp4dmlE.png",45.255
1243338698.516,36.625,11.027,1.01e-22,1193.426,1.250,2341.107422,0.000,0.000,1.000,"7ZKgJf5EEv","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/UKPlWeSHbE/7ZKgJf5EEv.png",22.627
1245551808.438,26.433,42.141,2.85e-21,3982.889,3.750,7935.187988,0.000,0.000,1.000,"z8nQPJfT7H","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/wK2s8d8wS2/z8nQPJfT7H.png",45.255
1249661206.313,24.613,8.922,2.60e-22,3986.631,1.500,7927.704590,0.000,0.000,1.000,"JZ5MZwV9a3","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/px7IovIYhP/JZ5MZwV9a3.png",45.255
1249661206.313,24.613,8.922,2.60e-22,3986.631,1.500,7927.704590,0.000,0.000,1.000,"SPqc9sSqAr","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/mXLsY0jpfX/SPqc9sSqAr.png",45.255
1242648072.875,32.723,8.172,1.21e-22,1856.948,1.172,3656.034912,0.000,0.000,1.000,"GJuAstXNoM","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/MmHM2e7vyu/GJuAstXNoM.png",45.255
1241214018.063,31.035,91.074,2.16e-21,3982.889,3.420,7935.187988,0.000,0.000,1.000,"BQHpvBd4e1","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/dO2gDuqxAn/BQHpvBd4e1.png",45.255
1250666908.938,24.613,9.140,2.54e-22,3802.014,1.750,7563.384277,0.000,0.000,1.000,"rUZua95XMj","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/runs/O3/lI3VlOUDxu/rUZua95XMj.png",45.255
